Generation,Run,Average Fitness,Max Fitness,Min Fitness,Generation Time (s)
1,1,0.016345029731636217,0.06731066018314891,2.723947181737696e-06,8.561446905136108
2,1,0.020895355342668988,0.0960613170865325,3.143036271245386e-06,8.130660057067871
3,1,0.024031362877492603,0.0960613170865325,0.00012221647083594456,7.393976926803589
4,1,0.026324471427119012,0.0960613170865325,1.356957979045803e-05,7.376299142837524
5,1,0.028396327797057114,0.10563401786440331,5.514778287443675e-06,7.365479946136475
6,1,0.027665384413104618,0.10563401786440331,0.000260456638998673,7.392216205596924
7,1,0.028589981973927002,0.10563401786440331,5.514778287443675e-06,7.29970908164978
8,1,0.025689130704147342,0.10563401786440331,0.0004419740788065926,7.430308103561401
9,1,0.02677083878282542,0.10563401786440331,2.380949872312688e-05,7.753645181655884
10,1,0.02825346525535127,0.10563401786440331,5.514778287443675e-06,7.720621824264526
11,1,0.029499167468483783,0.10563401786440331,5.514778287443675e-06,7.763370037078857
12,1,0.030687167614568737,0.107704829007651,0.00031796836904549107,8.178889989852905
13,1,0.02998327660881778,0.107704829007651,0.0001300266442531566,8.112448930740356
14,1,0.028290882867566855,0.107704829007651,2.723947181737696e-06,7.874557018280029
15,1,0.03243108511108181,0.107704829007651,2.5383490428103392e-05,8.08231806755066
16,1,0.028753741985948697,0.107704829007651,6.232449021384381e-16,8.44232702255249
17,1,0.02874749397490463,0.12380138036917034,2.5383490428103392e-05,8.291145086288452
18,1,0.026775305264040324,0.12380138036917034,1.356957979045803e-05,8.185450792312622
19,1,0.02505086400437474,0.12380138036917034,4.09297286671355e-05,8.017133712768555
20,1,0.030993296950815527,0.12380138036917034,0.00018744445845371883,8.406935930252075
21,1,0.02841477555333248,0.12380138036917034,7.256214972115208e-05,8.613038063049316
22,1,0.030360823837576215,0.12380138036917034,0.0,9.326027870178223
23,1,0.032371394737142414,0.12380138036917034,1.356957979045803e-05,9.324898958206177
24,1,0.030714439557303606,0.12380138036917034,1.356957979045803e-05,8.517512798309326
25,1,0.03031610902021412,0.12380138036917034,3.2536703896502556e-05,8.676881074905396
26,1,0.03240282265264293,0.12380138036917034,0.00048318135702285925,8.037656784057617
27,1,0.032276484504541646,0.14512421295624003,0.0002188766282482655,8.455110788345337
28,1,0.04180979530054531,0.14512421295624003,3.2536703896502556e-05,8.167510986328125
29,1,0.036670363095597576,0.14512421295624003,0.0001675454098696106,8.14012861251831
30,1,0.03593852078920373,0.14512421295624003,4.09297286671355e-05,7.735093116760254
1,2,0.018542979783268316,0.08292115078307626,3.2536703896502556e-05,8.689882040023804
2,2,0.02042821615507738,0.08292115078307626,1.113148687615448e-05,8.226346969604492
3,2,0.019842441647958658,0.11021704036963317,2.723947181737696e-06,8.72865915298462
4,2,0.02165115227980001,0.11021704036963317,5.2901385276787945e-05,7.992799997329712
5,2,0.02358410354370065,0.11021704036963317,7.149402643472982e-05,8.259326934814453
6,2,0.023681286195357844,0.11021704036963317,4.09297286671355e-05,7.86564302444458
7,2,0.024346115461324196,0.11021704036963317,1.356957979045803e-05,7.969332933425903
8,2,0.022669322671332166,0.11021704036963317,0.0,9.253084897994995
9,2,0.023478886019502675,0.11021704036963317,0.00012221647083594456,8.84017300605774
10,2,0.02394156620424013,0.11021704036963317,1.113148687615448e-05,8.479899168014526
11,2,0.027771710565155084,0.11021704036963317,0.00012221647083594456,8.023857116699219
12,2,0.026234377795135676,0.11021704036963317,3.143036271245386e-06,8.173637866973877
13,2,0.024808260659632132,0.11021704036963317,0.0,7.915769815444946
14,2,0.028780088742133038,0.11021704036963317,3.2536703896502556e-05,8.14417314529419
15,2,0.023693146875874187,0.11021704036963317,3.143036271245386e-06,8.24350380897522
16,2,0.023335089599475643,0.11021704036963317,4.09297286671355e-05,7.862206935882568
17,2,0.022880603022418913,0.11021704036963317,0.0,7.901086330413818
18,2,0.025246885692981436,0.11021704036963317,2.723947181737696e-06,7.573009967803955
19,2,0.02726202162836955,0.11021704036963317,4.290012929824804e-05,8.104647159576416
20,2,0.02416918140353085,0.11021704036963317,0.0,7.829362869262695
21,2,0.026759256301476325,0.11021704036963317,0.00048318135702285925,7.017092227935791
22,2,0.02544364657763457,0.11021704036963317,0.00012221647083594456,7.348793029785156
23,2,0.023283194780758434,0.11021704036963317,1.113148687615448e-05,7.207589864730835
24,2,0.0237173100764005,0.11021704036963317,0.0,7.191831827163696
25,2,0.02606641802602825,0.11021704036963317,3.803410188467457e-05,6.44173002243042
26,2,0.025195536757751248,0.11021704036963317,7.149402643472982e-05,6.842796087265015
27,2,0.02802637786443796,0.11021704036963317,3.2536703896502556e-05,6.196876049041748
28,2,0.025441118764747014,0.11021704036963317,4.09297286671355e-05,6.636168956756592
29,2,0.025338461892185343,0.17607709590189274,0.00026402357749471877,6.613105297088623
30,2,0.024874197866365418,0.17607709590189274,3.803410188467457e-05,6.688309907913208
1,3,0.015864627106821894,0.06231446076076812,4.290012929824804e-05,8.258784055709839
2,3,0.01566552924337257,0.06231446076076812,3.143036271245386e-06,7.826490879058838
3,3,0.01898193973040063,0.06231446076076812,6.232449021384381e-16,7.2807698249816895
4,3,0.01790281808165418,0.06267382736287072,6.232449021384381e-16,6.978173017501831
5,3,0.020570233856848627,0.06267382736287072,0.0001300266442531566,7.111394166946411
6,3,0.019788019462116172,0.08415475742128092,0.0,7.313400983810425
7,3,0.02254838103746402,0.11914944604218713,2.723947181737696e-06,7.1448211669921875
8,3,0.02280613949016531,0.11914944604218713,7.149402643472982e-05,8.061300992965698
9,3,0.022192338101536032,0.11914944604218713,2.723947181737696e-06,6.853337287902832
10,3,0.024466354347122618,0.11914944604218713,7.149402643472982e-05,6.5054991245269775
11,3,0.023072419614607077,0.11914944604218713,4.09297286671355e-05,6.294963836669922
12,3,0.026022662408732623,0.11914944604218713,1.356957979045803e-05,6.164751052856445
13,3,0.030354935518941036,0.11914944604218713,1.356957979045803e-05,6.176249027252197
14,3,0.037692285253846144,0.11914944604218713,0.0002188766282482655,6.568259000778198
15,3,0.038648419079066514,0.11914944604218713,0.0001300266442531566,6.918859004974365
16,3,0.04853595678701177,0.11914944604218713,0.0001675454098696106,7.176867723464966
17,3,0.05946691026726559,0.11914944604218713,0.0001300266442531566,7.344613075256348
18,3,0.06525250871301874,0.11914944604218713,9.599463642517377e-05,7.618436098098755
19,3,0.0678941657721451,0.11914944604218713,0.000332706018194225,7.300252199172974
20,3,0.07207105586867639,0.11914944604218713,4.09297286671355e-05,7.061150074005127
21,3,0.06839919112366363,0.11914944604218713,2.5383490428103392e-05,7.290223121643066
22,3,0.06890675794588891,0.11914944604218713,0.001430278356734179,7.329085111618042
23,3,0.07114224433466693,0.11914944604218713,0.00018026137281056603,7.183210134506226
24,3,0.0648920699245555,0.1304484460167822,0.00031796836904549107,7.482605934143066
25,3,0.07053221929632277,0.1304484460167822,1.356957979045803e-05,7.283992052078247
26,3,0.07290874524557758,0.1638964857340963,1.356957979045803e-05,7.472531795501709
27,3,0.08004007860664024,0.1638964857340963,0.006760474614659531,7.469622850418091
28,3,0.06476013103141312,0.1638964857340963,0.00026402357749471877,7.506343841552734
29,3,0.06492635644154807,0.1638964857340963,0.0009036810677518624,7.500298023223877
30,3,0.0706987506180238,0.1638964857340963,1.356957979045803e-05,7.322144031524658
1,4,0.01858263052305775,0.11914944604218713,3.2536703896502556e-05,8.216318130493164
2,4,0.021002864676620537,0.11914944604218713,0.0,8.014192819595337
3,4,0.020788340754835852,0.11914944604218713,0.0,8.268367767333984
4,4,0.018892094616371695,0.11914944604218713,3.2536703896502556e-05,8.071408748626709
5,4,0.019948092901320453,0.11914944604218713,2.5383490428103392e-05,8.144233226776123
6,4,0.020870979804251767,0.11914944604218713,7.827902127537426e-05,7.591909170150757
7,4,0.02206091145383687,0.11914944604218713,3.143036271245386e-06,7.726670980453491
8,4,0.02345888891944181,0.11914944604218713,0.000332706018194225,8.0506010055542
9,4,0.02374338509339209,0.11914944604218713,0.0,7.870468854904175
10,4,0.02471349785707449,0.11914944604218713,0.0002188766282482655,7.612321615219116
11,4,0.02608309289371637,0.11914944604218713,0.00018744445845371883,8.066833734512329
12,4,0.028865434100959552,0.11914944604218713,0.00048318135702285925,7.558852910995483
13,4,0.027942183888444338,0.11914944604218713,0.00048318135702285925,7.554031848907471
14,4,0.02724736903462231,0.11914944604218713,0.00048318135702285925,7.776109933853149
15,4,0.026838612344808933,0.11914944604218713,3.2536703896502556e-05,7.638422966003418
16,4,0.02842686447776885,0.11914944604218713,3.143036271245386e-06,7.465996026992798
17,4,0.029747487090385116,0.11914944604218713,1.356957979045803e-05,7.570098876953125
18,4,0.025390024472020534,0.11914944604218713,5.514778287443675e-06,7.288296222686768
19,4,0.027087879473466348,0.11914944604218713,1.356957979045803e-05,7.413923025131226
20,4,0.027190530587060568,0.11914944604218713,0.00031796836904549107,7.397521257400513
21,4,0.023137986134175215,0.11914944604218713,3.803410188467457e-05,7.596285343170166
22,4,0.025115295080768325,0.11914944604218713,2.5383490428103392e-05,7.196596145629883
23,4,0.0293918885042003,0.11914944604218713,0.00048318135702285925,7.408838748931885
24,4,0.026560829380344365,0.11914944604218713,7.827902127537426e-05,7.047457933425903
25,4,0.029475231484787673,0.11914944604218713,0.00020485392158005666,7.068156957626343
26,4,0.030485296059115704,0.11914944604218713,2.5383490428103392e-05,7.123157024383545
27,4,0.03097934254999524,0.11914944604218713,5.514778287443675e-06,6.9248528480529785
28,4,0.028916772704650456,0.11914944604218713,1.356957979045803e-05,7.404240846633911
29,4,0.0277913046492839,0.11914944604218713,7.256214972115208e-05,7.430433034896851
30,4,0.026833224906024182,0.11914944604218713,6.232449021384381e-16,7.2546069622039795
1,5,0.01633467452758009,0.07190575805002825,0.00020485392158005666,8.268011093139648
2,5,0.01951398150660615,0.12380138036917034,1.356957979045803e-05,8.212774991989136
3,5,0.018301767665281007,0.12380138036917034,2.5383490428103392e-05,8.127588033676147
4,5,0.02372861171001649,0.12380138036917034,0.00020485392158005666,8.108591794967651
5,5,0.020019855595524903,0.12380138036917034,4.290012929824804e-05,8.12914514541626
6,5,0.023807350506291097,0.12380138036917034,4.290012929824804e-05,7.618273973464966
7,5,0.02419943714911202,0.12380138036917034,6.232449021384381e-16,7.532418966293335
8,5,0.02177436855407696,0.12380138036917034,0.00012221647083594456,7.6496899127960205
9,5,0.0233386082293537,0.12380138036917034,0.00018744445845371883,7.686196804046631
10,5,0.024219885136990926,0.12380138036917034,5.514778287443675e-06,7.94580602645874
11,5,0.024726828132051102,0.12380138036917034,1.2040300767436537e-05,7.927034139633179
12,5,0.02454823356177117,0.12380138036917034,0.0,7.630222797393799
