Generation,Run,Average Fitness,Max Fitness,Min Fitness,Generation Time (s)
13,5,0.02418277528926644,0.12380138036917034,0.0001675454098696106,7.70750880241394
14,5,0.024867866307592454,0.12380138036917034,0.00048318135702285925,7.678919792175293
15,5,0.024274658727769925,0.12380138036917034,1.113148687615448e-05,7.447171211242676
16,5,0.023629149677197266,0.12380138036917034,3.143036271245386e-06,7.620604991912842
17,5,0.024928776296080132,0.12380138036917034,1.2040300767436537e-05,7.606817007064819
18,5,0.025346539297635,0.12380138036917034,0.00043746016120260685,7.3240790367126465
19,5,0.024849307021938723,0.12380138036917034,1.356957979045803e-05,7.460408926010132
20,5,0.02492223596364573,0.12380138036917034,3.2536703896502556e-05,7.348611831665039
21,5,0.025628030830845087,0.12380138036917034,0.00031796836904549107,7.889636993408203
22,5,0.025115216796955112,0.12380138036917034,0.00048318135702285925,8.17062783241272
23,5,0.025513529308240114,0.12380138036917034,0.000332706018194225,7.739854097366333
24,5,0.025437584963587962,0.12380138036917034,2.5383490428103392e-05,7.938943862915039
25,5,0.026496614671979356,0.12380138036917034,0.0009036810677518624,8.256556987762451
26,5,0.027065844613981857,0.12380138036917034,0.000260456638998673,7.575045824050903
27,5,0.02549542428303737,0.12380138036917034,2.723947181737696e-06,7.969618797302246
28,5,0.029774704817776224,0.12380138036917034,5.514778287443675e-06,7.520213842391968
29,5,0.028029037887282664,0.12380138036917034,0.0004462945456119166,7.9555439949035645
30,5,0.02853948951815215,0.12380138036917034,1.113148687615448e-05,7.956640005111694
1,6,0.018095723890032736,0.06770348979391179,1.356957979045803e-05,8.669488906860352
2,6,0.018927316440949565,0.06770348979391179,3.143036271245386e-06,7.697208642959595
3,6,0.022136254699683708,0.0960613170865325,1.113148687615448e-05,7.168805837631226
4,6,0.024660752784782112,0.0960613170865325,2.5383490428103392e-05,7.46228289604187
5,6,0.025348136810493426,0.0960613170865325,1.356957979045803e-05,7.425781011581421
6,6,0.02681073833282396,0.0960613170865325,4.290012929824804e-05,7.496968030929565
7,6,0.026508957775643313,0.0960613170865325,3.803410188467457e-05,7.481911897659302
8,6,0.026324411123827662,0.0960613170865325,0.00018744445845371883,7.614222049713135
9,6,0.02694469826175359,0.0960613170865325,0.0001300266442531566,7.450371026992798
10,6,0.029481905842557304,0.0960613170865325,2.723947181737696e-06,7.617616891860962
11,6,0.03307337490468347,0.0960613170865325,7.149402643472982e-05,7.417179822921753
12,6,0.03222629917546143,0.11914944604218713,0.00048318135702285925,7.533025026321411
13,6,0.03286995700576064,0.11914944604218713,0.00031796836904549107,7.588595867156982
14,6,0.03558945135465021,0.11914944604218713,0.00048318135702285925,7.444410085678101
15,6,0.03444897723804063,0.11914944604218713,4.09297286671355e-05,7.807466983795166
16,6,0.033698580692893276,0.11914944604218713,0.00048318135702285925,7.628504037857056
17,6,0.03699737599746112,0.11914944604218713,0.00048318135702285925,7.651972055435181
18,6,0.03412817238035102,0.11914944604218713,0.00031796836904549107,7.8334479331970215
19,6,0.03623367606755854,0.15278486691933646,2.5383490428103392e-05,8.029409170150757
20,6,0.030704893469171636,0.15278486691933646,0.00048318135702285925,7.866477966308594
21,6,0.03176329059184888,0.15278486691933646,2.5383490428103392e-05,7.760250091552734
22,6,0.02963237078777059,0.15278486691933646,7.256214972115208e-05,7.765301704406738
23,6,0.03257719395395127,0.15278486691933646,0.00031796836904549107,7.620820999145508
24,6,0.03268309646207846,0.15278486691933646,0.00048318135702285925,7.685070991516113
25,6,0.033750601772355816,0.15729358941033458,0.0002188766282482655,7.6547136306762695
26,6,0.0345441666450623,0.15729358941033458,0.0001300266442531566,7.852191925048828
27,6,0.031220933006930015,0.15729358941033458,0.0,8.143042087554932
28,6,0.031946601370846206,0.15729358941033458,0.00017182947129474737,7.864987134933472
29,6,0.03260026885394563,0.15729358941033458,3.143036271245386e-06,8.013198852539062
30,6,0.029854412396691274,0.15729358941033458,0.00020485392158005666,7.728994846343994
1,7,0.01863241269846316,0.08369781283173997,4.09297286671355e-05,8.773778915405273
2,7,0.02054069160309034,0.08369781283173997,7.149402643472982e-05,8.127774000167847
3,7,0.021969669634213713,0.08369781283173997,6.232449021384381e-16,7.736294746398926
4,7,0.021906061659982528,0.08369781283173997,0.00031796836904549107,7.450389862060547
5,7,0.022106202307692665,0.08369781283173997,5.2901385276787945e-05,7.268206834793091
6,7,0.022054557813345782,0.08369781283173997,7.827902127537426e-05,7.15869402885437
7,7,0.02326967873828906,0.08369781283173997,1.356957979045803e-05,6.886663913726807
8,7,0.02439466040233578,0.08369781283173997,1.356957979045803e-05,6.786648988723755
9,7,0.02431232847693484,0.08369781283173997,2.5383490428103392e-05,7.042276859283447
10,7,0.02569133103553036,0.14152234824124107,2.380949872312688e-05,6.884503126144409
11,7,0.028342680869450215,0.14152234824124107,4.09297286671355e-05,6.79987907409668
12,7,0.02681706681012068,0.14152234824124107,0.0,7.362560987472534
13,7,0.025621748659962123,0.14152234824124107,3.803410188467457e-05,7.04691219329834
14,7,0.026119475095912382,0.14152234824124107,2.723947181737696e-06,7.064541816711426
15,7,0.03407254801949269,0.14152234824124107,0.00018924806444375398,7.439670085906982
16,7,0.031781503899414386,0.14152234824124107,2.723947181737696e-06,7.281314134597778
17,7,0.03129098361714702,0.14152234824124107,6.232449021384381e-16,7.58342981338501
18,7,0.03532512413212263,0.14152234824124107,1.113148687615448e-05,7.467113971710205
19,7,0.03516144539096716,0.14152234824124107,7.256214972115208e-05,7.270520925521851
20,7,0.027423824331829084,0.14152234824124107,1.113148687615448e-05,7.14022970199585
21,7,0.03226017821385324,0.14152234824124107,5.514778287443675e-06,7.365012884140015
22,7,0.03267952800082554,0.14152234824124107,5.514778287443675e-06,7.312767267227173
23,7,0.029674929443052535,0.14152234824124107,5.2901385276787945e-05,7.657299995422363
24,7,0.03596355515181609,0.14152234824124107,1.113148687615448e-05,7.263399124145508
25,7,0.030198997604891923,0.14152234824124107,2.723947181737696e-06,7.129288196563721
26,7,0.03512765813093132,0.14152234824124107,5.514778287443675e-06,7.4005818367004395
27,7,0.028266356538775215,0.14152234824124107,5.514778287443675e-06,7.7480010986328125
28,7,0.027938237355779705,0.14152234824124107,7.256214972115208e-05,7.370760917663574
29,7,0.029304711283868464,0.14152234824124107,0.00031796836904549107,7.078613996505737
30,7,0.03158959705023947,0.14152234824124107,1.2040300767436537e-05,7.3009562492370605
1,8,0.015576042138610878,0.05921276605688419,5.514778287443675e-06,8.215411901473999
2,8,0.018048300543107427,0.06231446076076812,3.803410188467457e-05,8.331217288970947
3,8,0.021056263973813754,0.06231446076076812,2.723947181737696e-06,7.875939846038818
4,8,0.022694318141365494,0.06628238335632806,0.00026402357749471877,8.033188104629517
5,8,0.027123572934811074,0.07333484715261304,0.0003753493090296997,8.274703741073608
6,8,0.026147262801011265,0.07333484715261304,0.00031796836904549107,8.26301908493042
7,8,0.027617176328553254,0.07333484715261304,0.00048318135702285925,8.497756004333496
8,8,0.028816911733541343,0.07333484715261304,0.0001300266442531566,8.783316850662231
9,8,0.031050481896124475,0.07333484715261304,3.143036271245386e-06,8.372632026672363
10,8,0.02920537553886066,0.107704829007651,7.827902127537426e-05,8.747889995574951
11,8,0.03250222322583358,0.107704829007651,4.09297286671355e-05,8.155685186386108
12,8,0.0358135130836648,0.107704829007651,6.232449021384381e-16,8.104109048843384
13,8,0.0365411410960681,0.107704829007651,7.256214972115208e-05,8.129284143447876
14,8,0.03464453879970281,0.14164713571829352,7.256214972115208e-05,8.224153995513916
15,8,0.02784918676129579,0.14164713571829352,3.143036271245386e-06,8.291646003723145
16,8,0.0317378100494263,0.14164713571829352,0.0004462945456119166,8.075502157211304
17,8,0.031186906886248176,0.14164713571829352,2.380949872312688e-05,8.066356897354126
18,8,0.03346734832056596,0.14164713571829352,0.00048318135702285925,8.042457818984985
19,8,0.03723226197818621,0.14164713571829352,2.380949872312688e-05,8.030632972717285
20,8,0.03441382020096053,0.14164713571829352,1.113148687615448e-05,7.776653051376343
21,8,0.03526507496350528,0.14164713571829352,0.00012221647083594456,7.821336030960083
22,8,0.03182500180661658,0.14164713571829352,0.0001300266442531566,7.555530786514282
23,8,0.03515102451444222,0.14164713571829352,0.00020485392158005666,7.513833999633789
24,8,0.03395531436107593,0.14164713571829352,3.803410188467457e-05,7.1168341636657715
25,8,0.03215559819842226,0.14164713571829352,5.2901385276787945e-05,7.01553201675415
26,8,0.0429992713195128,0.14164713571829352,4.09297286671355e-05,7.068737030029297
27,8,0.04127490402251352,0.14164713571829352,0.00048318135702285925,7.064491033554077
28,8,0.038156906739414055,0.14164713571829352,6.232449021384381e-16,7.078741073608398
29,8,0.029418415084611627,0.14164713571829352,3.803410188467457e-05,7.208536148071289
30,8,0.03333791990971342,0.14164713571829352,0.00048318135702285925,7.192850112915039
1,9,0.01686794451583555,0.10563401786440331,5.2901385276787945e-05,8.492888927459717
2,9,0.020859151195124607,0.10563401786440331,0.00017182947129474737,7.9803571701049805
3,9,0.01821335102518256,0.10563401786440331,2.723947181737696e-06,7.7932610511779785
4,9,0.020778589804716415,0.10563401786440331,5.514778287443675e-06,7.481955051422119
5,9,0.02280523532161685,0.10563401786440331,3.143036271245386e-06,7.312569856643677
6,9,0.025195143692745302,0.10563401786440331,9.599463642517377e-05,7.109360933303833
7,9,0.024074066728900792,0.10563401786440331,4.09297286671355e-05,6.925469160079956
8,9,0.025172193397221335,0.10563401786440331,0.0001300266442531566,6.669013023376465
9,9,0.025425551726653818,0.10563401786440331,0.0004419740788065926,6.430973291397095
10,9,0.026438891234905913,0.10563401786440331,6.232449021384381e-16,6.584846019744873
11,9,0.025291786063906096,0.10563401786440331,2.723947181737696e-06,6.680505752563477
12,9,0.02858558222617714,0.10563401786440331,0.00048318135702285925,6.918150901794434
13,9,0.026929018666664185,0.10563401786440331,7.827902127537426e-05,6.829362869262695
14,9,0.029974688389540597,0.10563401786440331,0.00031796836904549107,6.690965890884399
15,9,0.02904575632999099,0.10563401786440331,5.2901385276787945e-05,7.140443801879883
16,9,0.032523220726855775,0.10563401786440331,1.356957979045803e-05,7.4875648021698
17,9,0.03237430529638908,0.10563401786440331,1.356957979045803e-05,7.505849838256836
18,9,0.03462791208526433,0.10563401786440331,3.143036271245386e-06,7.368275880813599
19,9,0.03808650865282463,0.10563401786440331,4.09297286671355e-05,7.137540102005005
20,9,0.050054227123350066,0.11009093952457123,0.0001675454098696106,7.0674357414245605
21,9,0.05250493243499946,0.11491914380716667,1.356957979045803e-05,6.987465143203735
22,9,0.05770208865333508,0.11491914380716667,0.0005874204597814142,7.0153889656066895
23,9,0.05836329574542245,0.11491914380716667,0.0005291295819806549,6.927540063858032
24,9,0.06164583945857565,0.1283766982318748,0.0001300266442531566,7.04807186126709
25,9,0.05877365283130149,0.13212926207993386,0.00048318135702285925,7.073008060455322
26,9,0.05932387851732661,0.13212926207993386,0.0012940641521512217,7.06134819984436
27,9,0.05681236956609095,0.13212926207993386,1.2040300767436537e-05,6.987267017364502
28,9,0.06092290682311627,0.13212926207993386,0.0005874204597814142,7.102509021759033
29,9,0.0634680661978627,0.13212926207993386,0.00018744445845371883,7.289921998977661
30,9,0.06332874895119799,0.13212926207993386,0.00048318135702285925,7.555941104888916
1,10,0.016424755564005897,0.05912330722367708,1.356957979045803e-05,8.275944232940674
2,10,0.01837569289324824,0.08687012205069386,1.356957979045803e-05,7.550827980041504
3,10,0.020812635505684032,0.1159319968792723,1.356957979045803e-05,7.391822099685669
4,10,0.02110253106134361,0.1159319968792723,4.290012929824804e-05,7.097010850906372
5,10,0.023677530637178434,0.1159319968792723,0.0,7.160037994384766
6,10,0.019963776641471954,0.1159319968792723,3.2536703896502556e-05,7.285113096237183
7,10,0.02306620425485577,0.1159319968792723,5.2901385276787945e-05,7.436046123504639
8,10,0.023381154960203324,0.1159319968792723,0.00021625346711387603,7.098905086517334
9,10,0.02594855233346739,0.1159319968792723,0.00048318135702285925,7.011063814163208
10,10,0.02371085701303566,0.1159319968792723,7.149402643472982e-05,7.329537868499756
11,10,0.02342791664627072,0.1159319968792723,3.143036271245386e-06,7.897435188293457
12,10,0.02673125643525347,0.1159319968792723,0.0006324094420637023,7.662160873413086
13,10,0.027835366404052927,0.1159319968792723,6.232449021384381e-16,7.176624059677124
14,10,0.027186069596588088,0.1159319968792723,0.00020485392158005666,8.050387859344482
15,10,0.027024917574381482,0.1159319968792723,3.143036271245386e-06,7.591617107391357
16,10,0.03102503114803727,0.1159319968792723,0.0,7.797956705093384
17,10,0.026275584260934362,0.1159319968792723,6.232449021384381e-16,7.810734033584595
18,10,0.03044199682691939,0.1159319968792723,5.2901385276787945e-05,7.940438747406006
19,10,0.03110774198174464,0.1159319968792723,1.356957979045803e-05,7.722874164581299
20,10,0.029239651800339325,0.1159319968792723,1.113148687615448e-05,8.396124362945557
21,10,0.032815771500419276,0.1159319968792723,2.380949872312688e-05,7.778034925460815
22,10,0.025602947715904212,0.1159319968792723,1.113148687615448e-05,8.868070840835571
23,10,0.02519235559491901,0.1159319968792723,5.514778287443675e-06,8.478676080703735
24,10,0.028180974781428815,0.1159319968792723,2.723947181737696e-06,8.375102996826172
25,10,0.027336523163850726,0.1159319968792723,6.232449021384381e-16,7.872447967529297
26,10,0.03012466821508473,0.1431136717479407,4.290012929824804e-05,7.609890699386597
27,10,0.02535195740584947,0.1431136717479407,3.143036271245386e-06,7.793654918670654
28,10,0.027998106952758547,0.1431136717479407,0.0001300266442531566,7.783052921295166
29,10,0.02848310825399609,0.1431136717479407,0.00031796836904549107,7.637825012207031
30,10,0.026116499124842454,0.1431136717479407,0.0003724164741206029,8.079736948013306
